AUC,Accuracy,Precision,Recall,F1,True Negative,False Positive,False Negative,True Positive,Source
0.7989502164502165,0.7731811697574893,0.5430016863406408,0.6098484848484849,0.5744870651204281,1304,271,206,322,SVM
0.8383994708994708,0.8045649072753209,0.6416464891041163,0.5018939393939394,0.563230605738576,1427,148,263,265,Loggistic Regression
0.8395725108225109,0.8031383737517832,0.6410891089108911,0.49053030303030304,0.5557939914163089,1430,145,269,259,Decision Forest
