AUC,Accuracy,Precision,Recall,F1,True Negative,False Positive,False Negative,True Positive,Source
0.8364526214526214,0.7912505943889682,0.600451467268623,0.5037878787878788,0.5478887744593203,1398,177,262,266,SVM
0.8397089947089946,0.7960057061340942,0.6112359550561798,0.5151515151515151,0.5590955806783146,1402,173,256,272,Loggistic Regression
0.8408092833092833,0.8012363290537328,0.6368159203980099,0.48484848484848486,0.5505376344086022,1429,146,272,256,Decision Forest
