AUC,Accuracy,Precision,Recall,F1,True Negative,False Positive,False Negative,True Positive,Source
0.838915343915344,0.7964812173086068,0.6146788990825688,0.5075757575757576,0.5560165975103735,1407,168,260,268,SVM
0.8397089947089946,0.7960057061340942,0.6112359550561798,0.5151515151515151,0.5590955806783146,1402,173,256,272,Loggistic Regression
0.8380266955266955,0.7988587731811697,0.628992628992629,0.48484848484848486,0.5475935828877005,1424,151,272,256,Decision Forest
